customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID_04232,Female,0,Yes,Yes,71,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,76.15673242460184,613.1673830659148,No
ID_04233,Female,1,No,No,10,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,107.07265080372908,3030.5581225210303,No
ID_04234,Female,1,Yes,Yes,31,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,97.89379638712236,2223.472880792898,No
ID_04235,Female,1,No,Yes,3,No,No,No,No internet service,No internet service,Yes,Yes,No,One year,No,Electronic check,62.398418270110795,4166.786381920085,No
ID_04236,Female,1,No,Yes,8,Yes,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Mailed check,69.93070523195263,118.48308275016792,No
ID_04237,Male,1,No,Yes,55,No,No,No,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,104.61795383348003,5469.293221710493,No
ID_04238,Female,0,Yes,No,15,No,DSL,No internet service,No,No,No,No,No,Two year,No,Bank transfer,107.70050922348601,3589.2742636371277,No
ID_04239,Male,1,No,Yes,70,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,72.85618609150583,2149.7787691734848,Yes
ID_04240,Female,0,No,Yes,9,Yes,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,39.91302536308742,2242.50098485592,No
ID_04241,Male,0,Yes,No,35,No,DSL,No,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,69.81408524390119,434.2473819949087,No
ID_04242,Female,0,No,No,23,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,112.68028573767178,1858.6417538036371,No
ID_04243,Male,0,Yes,No,63,Yes,No,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,81.05975851612237,1036.4053058315699,No
ID_04244,Female,0,Yes,Yes,55,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Credit card,97.32207296131803,3548.598021172974,No
ID_04245,Male,0,No,No,21,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,21.870401719178883,4004.591454796646,Yes
ID_04246,Male,0,Yes,Yes,51,No,DSL,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Credit card,83.43621373337399,6605.690824777064,Yes
ID_04247,Male,1,Yes,No,49,No,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,79.84819772282427,4569.272728780505,No
ID_04248,Male,0,Yes,Yes,46,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,67.20395879365606,4739.912236428457,No
ID_04249,Male,1,No,No,22,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,87.90702203452376,868.4717615099062,No
ID_04250,Male,0,Yes,No,18,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,106.33561519173082,2869.921764138396,No
ID_04251,Female,0,Yes,Yes,51,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card,112.92351531984137,6392.462845826967,No
ID_04252,Male,0,Yes,No,33,Yes,No,No internet service,No,No,No,No,No,One year,No,Bank transfer,45.679724475382294,4715.584003177642,No
ID_04253,Female,0,No,No,28,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,70.48221639165631,3065.0235179279994,Yes
ID_04254,Female,1,Yes,No,60,No,DSL,Yes,No,No internet service,Yes,No,Yes,One year,No,Credit card,50.14637657303352,3505.177062105988,Yes
ID_04255,Female,1,No,No,34,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Two year,No,Mailed check,61.862401506769075,1015.5519601404009,No
ID_04256,Female,1,Yes,No,4,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.88229319933413,307.2784776426046,No
ID_04257,Female,0,No,Yes,6,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,98.52892169401323,1239.4052785256272,No
ID_04258,Male,0,No,Yes,40,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,111.598987445208,2443.996826459122,No
ID_04259,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer,78.7363212870797,2337.044716007107,No
ID_04260,Male,1,Yes,No,9,Yes,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer,119.23154022018227,5654.854510499386,Yes
ID_04261,Female,0,Yes,Yes,43,Yes,No,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Credit card,76.69120662848547,1367.580460190151,No
ID_04262,Male,1,Yes,Yes,69,Yes,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card,100.63263111639638,6097.467822721484,No
ID_04263,Male,1,No,No,34,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,33.88511568888043,5701.74229158899,Yes
ID_04264,Male,0,Yes,Yes,61,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Credit card,20.770137550319994,1296.3191916921728,No
ID_04265,Male,0,Yes,No,19,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,22.703650409962055,5319.258401478135,No
ID_04266,Male,1,No,No,34,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,109.20091714226659,2690.285120922884,No
ID_04267,Female,1,Yes,No,36,Yes,DSL,No,No internet service,Yes,No,No internet service,No,One year,No,Mailed check,27.4738187694095,939.9694667143992,No
ID_04268,Male,1,Yes,No,71,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,81.28970762042454,5021.271117109196,Yes
ID_04269,Female,0,No,Yes,53,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Two year,No,Mailed check,77.62812446379934,6364.996568566491,Yes
ID_04270,Female,0,No,Yes,27,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,98.06653180609678,7703.3514047195185,No
ID_04271,Female,0,Yes,Yes,69,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,51.346534554464824,4446.45206353236,Yes
ID_04272,Female,0,No,No,31,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,55.325999903467675,4574.94987890135,No
ID_04273,Female,0,Yes,Yes,10,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.336761708859484,3759.331934594071,No
ID_04274,Male,0,Yes,No,41,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,36.84241043445548,2537.883061223649,No
ID_04275,Male,1,Yes,No,22,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,40.78949876336007,1230.5027811516263,No
ID_04276,Male,1,Yes,Yes,29,Yes,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,39.75640071977409,2471.486960980541,No
ID_04277,Female,1,Yes,No,8,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,34.57626851803134,2738.2351133687357,No
ID_04278,Male,0,No,No,58,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer,97.09783196456402,5916.500143468698,No
ID_04279,Male,1,No,No,27,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,80.98717012444027,1116.8680313698978,No
ID_04280,Female,0,Yes,Yes,32,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,76.92789268853339,1575.4878591702916,No
ID_04281,Female,0,No,No,46,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,87.65780473994508,7779.716788443275,No
ID_04282,Female,1,No,Yes,21,Yes,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,54.486430685819926,660.0935144903391,No
ID_04283,Female,0,Yes,No,28,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer,93.0121732876906,7441.699341079585,No
ID_04284,Male,1,No,Yes,33,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,47.35243459442138,1256.225532354016,No
ID_04285,Female,1,No,No,41,Yes,DSL,No internet service,Yes,No,No,Yes,No,One year,Yes,Credit card,101.76950713725411,4339.169069175703,Yes
ID_04286,Female,0,Yes,Yes,51,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,81.5493600045547,3230.1611715803942,No
ID_04287,Male,1,Yes,Yes,46,Yes,No,No,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,102.16492541461726,3261.118262512731,No
ID_04288,Male,1,Yes,No,50,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Credit card,25.46650062777477,5643.452975674549,No
ID_04289,Female,1,Yes,No,44,Yes,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,104.3238086611248,5281.9834293905105,No
ID_04290,Male,1,Yes,No,33,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Electronic check,30.142645285581942,7550.023791858034,No
ID_04291,Female,0,Yes,No,20,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card,86.86060004253194,5774.968248085119,No
ID_04292,Female,1,Yes,Yes,12,No,No,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card,42.79394494478967,4895.565399968783,No
ID_04293,Male,1,No,No,53,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,24.669667058232264,1489.4174345872798,No
ID_04294,Male,1,Yes,Yes,24,No,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,45.93611149395421,3865.426330864506,No
ID_04295,Female,0,No,No,20,No,No,No internet service,Yes,No,Yes,No internet service,No,One year,No,Mailed check,60.3312510944536,4027.641749474518,No
ID_04296,Female,1,No,Yes,0,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,34.392937274682815,5147.070100787951,Yes
ID_04297,Female,0,Yes,Yes,57,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer,29.963699655340964,2991.8359007414942,No
ID_04298,Male,1,No,Yes,68,No,No,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,119.37533804373983,1248.5088049570186,No
ID_04299,Female,1,No,No,70,No,No,Yes,No internet service,No,No,Yes,Yes,Two year,No,Mailed check,27.932835863129274,7039.940848398586,No
ID_04300,Female,1,No,No,12,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,39.051736200833744,356.0862556110876,No
ID_04301,Female,0,Yes,Yes,51,No,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,45.28331820115621,1166.1117387205998,No
ID_04302,Female,0,No,Yes,22,No,No,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,51.7129018766516,3703.622154326683,Yes
ID_04303,Female,0,No,Yes,20,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,33.126635112459894,7121.5163126905245,No
ID_04304,Male,0,Yes,Yes,5,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer,103.97415618981243,910.0029670165218,No
ID_04305,Female,0,No,Yes,19,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,112.46582199130278,5927.434723608753,Yes
ID_04306,Female,0,No,No,39,No,No,Yes,Yes,No internet service,Yes,No,No,Two year,No,Credit card,74.89613338414537,2363.509824387434,No
ID_04307,Female,1,No,Yes,8,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,76.70347960703907,699.8204542247674,No
ID_04308,Female,0,No,No,49,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,119.37814679567431,7170.22273117944,No
ID_04309,Male,1,No,No,27,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,108.38012669309624,7781.913608757532,No
ID_04310,Male,0,Yes,No,10,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,60.74327903320661,1141.572472118312,Yes
ID_04311,Male,0,No,Yes,55,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,95.8895480646542,7178.9191705617595,Yes
ID_04312,Female,0,Yes,Yes,34,No,DSL,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer,46.527379412429255,5220.005855665001,No
ID_04313,Female,1,No,Yes,24,No,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,25.18698224610864,1691.666226023757,Yes
ID_04314,Male,0,Yes,Yes,18,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,22.21575682077345,5405.059748132858,No
ID_04315,Male,0,Yes,No,30,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,73.89428954738536,6509.61288554742,No
ID_04316,Male,1,Yes,No,49,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,69.9717725226988,4001.0510180435253,Yes
ID_04317,Female,1,No,No,62,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Electronic check,35.0714486479315,7283.742552250624,Yes
ID_04318,Female,1,No,Yes,46,Yes,No,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,105.31656243247902,4275.171537138106,No
ID_04319,Male,1,No,Yes,0,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.29165583678395,1564.8620115111933,Yes
ID_04320,Male,0,No,Yes,57,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,58.152590108145304,5703.503048307483,No
ID_04321,Male,1,No,Yes,9,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,70.58730839218921,5447.442078278116,No
ID_04322,Female,0,Yes,Yes,7,Yes,DSL,No internet service,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,29.74119768603302,5159.436476700981,No
ID_04323,Female,0,Yes,Yes,25,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,109.98738586361682,7050.765183860647,No
ID_04324,Female,1,Yes,No,33,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Mailed check,49.054699975723075,4270.771169137489,No
ID_04325,Male,0,No,No,18,No,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.46040765362767,5663.4126987104555,No
ID_04326,Male,1,No,Yes,71,No,No,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Electronic check,62.595733020204094,7641.814656670068,No
ID_04327,Female,0,Yes,No,0,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,No,Electronic check,48.1173283909158,1188.3343772411115,No
ID_04328,Male,1,No,No,47,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,50.76443133967108,3153.523623653859,No
ID_04329,Female,1,No,No,24,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,102.44663778339925,1828.3315232547795,No
ID_04330,Male,1,Yes,No,23,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Two year,No,Credit card,74.70149913444864,2658.2976973191294,No
ID_04331,Male,1,Yes,Yes,46,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,113.17691820096397,4133.589166964342,No
ID_04332,Male,1,No,No,68,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,115.0364090118985,6778.741238523513,No
ID_04333,Male,1,No,Yes,66,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,119.1548443178473,3256.1322924249926,No
ID_04334,Female,0,Yes,Yes,31,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,33.152814785502855,4507.489071465818,Yes
ID_04335,Male,0,No,No,16,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,109.68512133037345,6516.679227736482,No
ID_04336,Female,0,Yes,Yes,60,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.4604549086159,7432.230065982295,No
ID_04337,Female,1,Yes,No,68,Yes,No,Yes,No,No,No internet service,No,No,Two year,Yes,Credit card,82.92518871897575,2862.342402015705,No
ID_04338,Female,0,Yes,Yes,10,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,No,Credit card,107.78303936024595,1505.8487323916281,No
ID_04339,Male,1,No,Yes,37,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,29.287534299188316,4698.930637505623,No
ID_04340,Female,0,Yes,No,67,Yes,No,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,35.18505682902841,7176.636174918646,Yes
ID_04341,Female,0,Yes,No,18,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.31777345162612,2062.9919007396493,No
ID_04342,Female,1,No,Yes,16,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card,54.67623007167252,4045.633457851264,Yes
ID_04343,Male,0,Yes,No,12,No,No,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,85.50407262892587,3939.1390046017546,No
ID_04344,Male,0,No,Yes,0,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,31.400596503365755,7424.032731377976,No
ID_04345,Female,0,No,No,1,Yes,No,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,117.23973811439838,3707.9923252404874,No
ID_04346,Male,1,No,Yes,65,No,DSL,No,Yes,No,No internet service,No,No,Two year,No,Electronic check,70.1253928238431,4336.436549263179,No
ID_04347,Female,0,Yes,Yes,67,No,DSL,No internet service,No,Yes,No internet service,No,No,Two year,No,Electronic check,107.0542513066058,1192.2038980595582,No
ID_04348,Female,1,Yes,Yes,15,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,87.49583998178073,3720.0631052482795,Yes
ID_04349,Male,0,No,Yes,3,No,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer,115.17377044110643,2800.173250972243,No
ID_04350,Female,0,No,Yes,56,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer,77.05007124623171,1851.12384985023,Yes
ID_04351,Male,0,No,No,22,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,50.638658430310315,4118.519129316952,Yes
ID_04352,Male,0,Yes,Yes,1,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer,81.3518186545752,6190.012115421614,No
ID_04353,Female,1,No,No,66,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,119.68844392341123,1495.9236822041114,No
ID_04354,Male,0,No,No,25,No,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Credit card,101.53505241030697,1218.4039404134587,No
ID_04355,Male,1,No,Yes,6,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,65.4960721371186,1081.9255215993626,No
ID_04356,Female,1,Yes,Yes,43,Yes,DSL,No internet service,No,Yes,No,No,No,One year,No,Bank transfer,101.65212704313441,6128.449671067984,Yes
ID_04357,Female,0,No,No,32,No,No,No,No,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer,90.28314026639782,6325.824432923516,No
ID_04358,Male,0,Yes,Yes,63,No,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Credit card,113.87200715803253,7120.867731640809,No
ID_04359,Male,1,Yes,Yes,35,No,Fiber optic,No,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,56.479563364010545,7716.637821681282,Yes
ID_04360,Female,1,No,No,3,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,24.038443716527816,3081.5379609905485,No
ID_04361,Male,0,No,No,22,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,28.642554204413976,2789.4862104157587,Yes
ID_04362,Male,0,No,No,24,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,96.74140287452335,7932.68177750043,Yes
ID_04363,Male,0,Yes,No,26,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,89.1268590117422,1222.923756971094,No
ID_04364,Male,0,Yes,No,50,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,93.33775825660088,429.57776853059636,Yes
ID_04365,Male,0,Yes,No,68,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Bank transfer,86.77085784061741,3142.7537248027525,Yes
ID_04366,Male,1,No,Yes,22,Yes,No,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer,65.71085823011072,795.6020725479217,No
ID_04367,Male,0,Yes,No,8,No,No,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer,26.808690792309513,3127.654183396886,No
ID_04368,Female,0,No,No,32,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,103.555154017396,3351.5747996472282,No
ID_04369,Female,1,No,Yes,34,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer,38.07843427819004,5146.012907064003,Yes
ID_04370,Female,0,No,Yes,49,No,No,Yes,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,118.98677754747077,5978.728157356566,No
ID_04371,Female,0,Yes,Yes,23,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer,40.54051363673099,5217.605390639441,Yes
ID_04372,Female,1,Yes,Yes,23,No,No,No,No,No,Yes,No internet service,Yes,Two year,No,Credit card,28.372735237274576,5686.790561994533,No
ID_04373,Male,0,Yes,Yes,18,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,57.55559557451069,3014.999625057662,No
ID_04374,Male,1,No,Yes,38,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer,52.54440481288879,3706.566664761033,No
ID_04375,Male,0,Yes,No,60,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,One year,No,Bank transfer,117.66270290493716,5743.620640684379,No
ID_04376,Male,0,Yes,Yes,24,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,59.45612437677467,1264.5208182449287,Yes
ID_04377,Female,0,No,Yes,24,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,24.66076375998803,5725.169009055707,Yes
ID_04378,Male,1,No,Yes,26,No,No,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,118.70911397603031,7617.260381903017,Yes
ID_04379,Male,1,Yes,Yes,31,Yes,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.64709859864136,1487.8119205210962,No
ID_04380,Female,1,No,No,10,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,119.7942955039669,3216.026676742711,No
ID_04381,Male,1,Yes,Yes,68,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,51.753774099824554,4692.8214190270555,No
ID_04382,Male,0,No,Yes,32,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,31.773814705530338,5773.398541063692,No
ID_04383,Female,1,No,No,18,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,59.76937919109842,2091.001393910694,No
ID_04384,Male,1,Yes,No,15,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,33.994565775687505,4718.105272906924,No
ID_04385,Male,1,No,No,10,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,34.68435834516477,7486.930757647605,Yes
ID_04386,Male,0,No,Yes,68,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Credit card,110.2672342541264,2923.87369324172,No
ID_04387,Male,0,No,No,54,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,119.39039656886844,4595.524322877289,No
ID_04388,Male,1,Yes,No,24,Yes,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,119.44266373763386,5030.268705196786,Yes
ID_04389,Female,1,No,No,33,No,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,63.84532669648302,7109.657119887559,Yes
ID_04390,Female,0,No,Yes,11,No,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,43.929203913777684,2556.530059472148,No
ID_04391,Female,1,Yes,Yes,20,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer,37.20343600958404,6996.329503113003,No
ID_04392,Female,1,Yes,No,28,Yes,No,Yes,No,No,No,Yes,No internet service,One year,No,Electronic check,58.2109593743516,5420.404977196586,No
ID_04393,Female,1,No,Yes,50,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,79.89448634547898,5763.804731594801,No
ID_04394,Female,1,No,Yes,22,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,94.35885017067973,623.8145071624809,No
ID_04395,Male,0,No,Yes,32,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,71.63629158062054,2916.6819690323186,Yes
ID_04396,Female,0,Yes,Yes,7,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,104.27398693039024,1032.1825716607996,Yes
ID_04397,Female,0,No,Yes,41,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card,111.96667511050491,4536.375315840237,No
ID_04398,Male,1,Yes,No,68,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,108.56662930603179,6717.269738960332,No
ID_04399,Male,1,Yes,No,40,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer,56.92056836344213,3338.896168397071,No
ID_04400,Female,0,No,No,62,No,No,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,115.05470939337056,1882.2720732210003,No
ID_04401,Male,0,No,No,13,Yes,DSL,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,112.30727319789814,2506.4055194216153,No
ID_04402,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,61.16551819461347,4628.188088302917,No
ID_04403,Male,1,No,No,45,Yes,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.1309317409457,6163.512087162309,Yes
